Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.51542E-3,78.439830414,0.916487819,0.006893107,0.1,0
2.56658E-3,78.696488882,0.920600283,0.006793207,0.1,0
2.57249E-3,78.953737644,0.921061545,0.006693307,0.1,0
2.57414E-3,79.211152122,0.921190555,0.006593407,0.1,0
2.58029E-3,79.469181614,0.921667501,0.006493506,0.1,0
2.6073E-3,79.729911482,0.923727731,0.006393606,0.1,0
2.62195E-3,79.992106934,0.92482311,0.006293706,0.2,0
2.64074E-3,80.256181386,0.926204494,0.006193806,0.2,0
2.64529E-3,80.520710125,0.926534643,0.006093906,0.2,0
2.64925E-3,80.785634882,0.926821242,0.005994006,0.2,0
2.71172E-3,81.056806434,0.931196933,0.005894106,0.2,0
2.71223E-3,81.328029202,0.931231705,0.005794206,0.2,0
2.72812E-3,81.600840778,0.932301704,0.005694306,0.2,0
2.73092E-3,81.873933145,0.932489066,0.005594406,0.3,0
2.73914E-3,82.147847483,0.933034566,0.005494505,0.3,0
2.74499E-3,82.422346012,0.933419581,0.005394605,0.3,0
2.76625E-3,82.69897143,0.934802718,0.005294705,0.4,0
2.77491E-3,82.976462068,0.935357124,0.005194805,0.4,0
2.84195E-3,83.260656655,0.939496037,0.005094905,0.4,0
2.86216E-3,83.546872277,0.940691009,0.004995005,0.4,0
2.86823E-3,83.833695626,0.9410457,0.004895105,0.4,0
2.86843E-3,84.120538762,0.941057214,0.004795205,0.4,0
2.89025E-3,84.409563339,0.942312756,0.004695305,0.4,0
2.89474E-3,84.699037092,0.942567943,0.004595405,0.4,0
2.89894E-3,84.988931172,0.942805717,0.004495504,0.5,0
2.90349E-3,85.279280202,0.943061968,0.004395604,0.5,0
2.91903E-3,85.571183016,0.943928514,0.004295704,0.5,0.333333333
2.93259E-3,85.864441801,0.944673955,0.004195804,0.5,0.333333333
2.93497E-3,86.157939238,0.944804125,0.004095904,0.5,0.333333333
2.97357E-3,86.748793977,0.946867396,0.003896104,0.7,0.333333333
2.97742E-3,87.046535988,0.947068766,0.003796204,0.8,0.333333333
2.99181E-3,87.34571673,0.947815105,0.003696304,0.8,0.333333333
3.0062E-3,87.64633627,0.948550953,0.003596404,0.8,0.333333333
3.00815E-3,87.947151499,0.948650231,0.003496503,0.8,0.333333333
3.02914E-3,88.250065965,0.949703241,0.003396603,0.9,0.333333333
3.0434E-3,88.554405656,0.950405822,0.003296703,0.9,0.333333333
3.06069E-3,88.860474414,0.951245024,0.003196803,0.9,0.333333333
3.06993E-3,89.167467871,0.951687983,0.003096903,0.9,0.333333333
3.08495E-3,89.47596322,0.952398874,0.002997003,0.9,0.333333333
3.10198E-3,89.786161523,0.953192287,0.002897103,1,0.666666667
3.10269E-3,90.096430802,0.953225067,0.002797203,1,0.666666667
3.14874E-3,90.41130441,0.955303197,0.002697303,1,0.666666667
3.15524E-3,90.726828543,0.955589266,0.002597403,1,0.666666667
3.17418E-3,91.04424653,0.95641171,0.002497502,1,0.666666667
3.19588E-3,91.363834231,0.957335247,0.002397602,1,0.666666667
3.19818E-3,91.683651982,0.957432013,0.002297702,1,0.666666667
3.19933E-3,92.003585414,0.957480589,0.002197802,1,0.666666667
3.23842E-3,92.3274273,0.959089628,0.002097902,1,1
3.25129E-3,92.65255635,0.959606087,0.001998002,1,1
3.28774E-3,92.981330018,0.96103335,0.001898102,1,1
3.3292E-3,93.314250464,0.962596033,0.001798202,1,1
3.3676E-3,93.651010629,0.963987067,0.001698302,1,1
3.37973E-3,93.988983463,0.964415545,0.001598402,1,1
3.45179E-3,94.334162072,0.966858485,0.001498501,1,1
3.47293E-3,94.681454635,0.967542821,0.001398601,1,1
3.63748E-3,95.045202229,0.972408497,0.001298701,1,1
3.67632E-3,95.412834611,0.973446426,0.001198801,1,1
3.7507E-3,95.78790427,0.975325823,0.001098901,1,1
3.79022E-3,96.166926328,0.976269849,0.000999001,1,1
3.82733E-3,96.549658983,0.977123224,0.000899101,1,1
3.96359E-3,96.946018242,0.980002136,0.000799201,1,1
3.97752E-3,97.343770284,0.980275166,0.000699301,1,1
4.01267E-3,97.74503734,0.98094776,0.000599401,1,1
4.21283E-3,98.166319864,0.984363173,0.0004995,1,1
4.36838E-3,98.603157553,0.986588711,0.0003996,1,1
4.47778E-3,99.050936025,0.987961504,0.0002997,1,1
4.52561E-3,99.503497069,0.988516574,0.0001998,1,1
4.96503E-3,100,0.992557616,0.0000999,1,1
